city,state_id,lat,lng
McComb,OH,41.1068,-83.7898
Clay City,KY,37.8622,-83.9277
Stafford,OR,45.3786,-122.6822
Ferndale,PA,40.2883,-78.9179
Madison,MN,45.0127,-96.189
Whitehall,WI,44.3605,-91.3377
Urbana,IA,42.2286,-91.8867
Lake Camelot,IL,40.6341,-89.7509
Nooksack,WA,48.9276,-122.3186
South Sumter,SC,33.8855,-80.3378
Hinckley,MN,46.0122,-92.9256
East Marion,NY,41.1288,-72.3419
Daniels,WV,37.724,-81.1267
Langhorne Manor,PA,40.1657,-74.9174
Big Pine,CA,37.1655,-118.2951
Ainsworth,NE,42.5485,-99.8576
Yacolt,WA,45.8652,-122.4062
Loganville,PA,39.8558,-76.7079
Rossmoyne,OH,39.2153,-84.3888
Mont Alto,PA,39.8404,-77.5559
Queens Gate,PA,39.9406,-76.6874
John Day,OR,44.4181,-118.9563
Hooker,OK,36.8613,-101.2162
Oxford,IN,40.5214,-87.2482
Teaticket,MA,41.5624,-70.5858
Holland,OH,41.6192,-83.7081
West Blocton,AL,33.1186,-87.1253
Hurley,NM,32.6982,-108.1321
Mount Carroll,IL,42.0948,-89.977
West Park,NJ,39.44,-75.2624
Conway Springs,KS,37.3899,-97.643
Holstein,IA,42.487,-95.5428
Glouster,OH,39.5022,-82.0842
Talpa,NM,36.3421,-105.5923
Westwood,PA,39.9702,-75.8555
Lamar,TX,28.1439,-96.9888
Philmont,NY,42.2478,-73.6462
Middletown,VA,39.0287,-78.2781
West Baraboo,WI,43.4815,-89.7718
Port Barrington,IL,42.2441,-88.1947
Greenwood,DE,38.8072,-75.59
Golden's Bridge,NY,41.2878,-73.6682
Milroy,PA,40.7164,-77.587
Cherokee,OK,36.7507,-98.3577
Park River,ND,48.391,-97.7425
Smethport,PA,41.8075,-78.4439
North Granby,CT,42.0152,-72.844
Malvern,OH,40.6894,-81.1803
Springfield,NE,41.0854,-96.1333
Parachute,CO,39.4508,-108.0529
Wakefield,MI,46.4767,-89.9336
Ransomville,NY,43.2396,-78.9129
Enosburg Falls,VT,44.9083,-72.8026
Wright-Patterson AFB,OH,39.8112,-84.0573
Lanark,IL,42.1019,-89.8336
Standish,MI,43.9794,-83.9637
Ragland,AL,33.7469,-86.1384
Chenoa,IL,40.7389,-88.7259
Crescent,OK,35.9518,-97.5948
Aurora,TX,33.056,-97.5096
Hartington,NE,42.6205,-97.2672
Bylas,AZ,33.1291,-110.1162
Hollis,OK,34.6897,-99.9153
New Egypt,NJ,40.0645,-74.5284
Bridgeport,NY,43.1551,-75.9723
Weissport East,PA,40.8369,-75.6864
Clinton,LA,30.8613,-91.015
Rutledge,TN,36.2757,-83.5311
Lake Isabella,MI,43.6417,-85.003
Mabscott,WV,37.769,-81.2133
Conashaugh Lakes,PA,41.3041,-74.9933
Bear Creek,AL,34.2651,-87.7164
Bement,IL,39.923,-88.5724
Murphy,NC,35.0932,-84.028
Archer City,TX,33.5938,-98.6256
Chadbourn,NC,34.3251,-78.825
Tornillo,TX,31.4366,-106.1033
South Willard,UT,41.3583,-112.0408
Cedarville,AR,35.583,-94.3615
Warren,IL,42.4948,-89.9913
Ridgeville,SC,33.09,-80.3071
Graysville,TN,35.4494,-85.0762
Awendaw,SC,32.9661,-79.6586
Redkey,IN,40.3483,-85.1539
Three Rivers,TX,28.4668,-98.1784
Labadieville,LA,29.8246,-90.9525
Slater,IA,41.8807,-93.6911
Tieton,WA,46.7027,-120.756
Rocky Point,WA,47.5886,-122.6673
Greenville,FL,30.4667,-83.6352
Olive Hill,KY,38.3037,-83.1682
Christmas,FL,28.5605,-81.0201
North Puyallup,WA,47.2015,-122.2742
White Pigeon,MI,41.7977,-85.6485
Somerset,OH,39.8064,-82.2996
Fort Benton,MT,47.8291,-110.6557
Su�rez,PR,18.4311,-65.8515
Susitna North,AK,62.1281,-149.8593
Caney,KS,37.014,-95.9315
Elroy,WI,43.7419,-90.2704
Chapin,SC,34.165,-81.3446
Parklawn,CA,37.6071,-120.9803
Penn State Erie,PA,42.1184,-79.9818
Dysart,IA,42.1721,-92.3091
Shell Rock,IA,42.7126,-92.5816
Grayville,IL,38.2554,-87.997
Elkhart,KS,37.0038,-101.8944
Jonesboro,IN,40.4797,-85.6304
Winchester,IL,39.6298,-90.456
Terry,MS,32.1047,-90.298
Lakeview,WA,47.3755,-119.5044
Vinco,PA,40.41,-78.845
Coburg,OR,44.1394,-123.0588
Smith Center,KS,39.774,-98.7831
Whiting,WI,44.4907,-89.56
Spring Green,WI,43.1776,-90.0688
Barton,NM,35.0653,-106.2569
Warsaw,IL,40.3509,-91.4277
Bowling Green,VA,38.0535,-77.3473
Perryopolis,PA,40.0869,-79.7526
Woodville,WI,44.9483,-92.2851
Bent Creek,NC,35.5081,-82.6176
Leoti,KS,38.4834,-101.3579
Sanborn,IA,43.1814,-95.6554
Madison Center,CT,41.2794,-72.6003
Milam,TX,31.4541,-93.7979
Laguna Park,TX,31.8643,-97.3861
Weldon,NC,36.4239,-77.613
Hartley,IA,43.1791,-95.4768
Sunnyside-Tahoe City,CA,39.1507,-120.1596
Southside Place,TX,29.7089,-95.4366
Olivet,NJ,39.5402,-75.1727
Lomas Verdes Comunidad,PR,18.3823,-67.1201
Malta,IL,41.9291,-88.8669
New Market,MD,39.3889,-77.2789
Westwood Shores,TX,30.9376,-95.3254
Cane Savannah,SC,33.8923,-80.4396
Pinewood Estates,TX,30.1692,-94.3207
Upper Fruitland,NM,36.7204,-108.3236
Coeburn,VA,36.9444,-82.4698
Stuart,VA,36.6404,-80.2687
Sea Breeze,NC,34.0698,-77.8965
Itta Bena,MS,33.5003,-90.3256
Blawnox,PA,40.4922,-79.86
Benld,IL,39.093,-89.8023
Prosperity,WV,37.8385,-81.1986
Sackets Harbor,NY,43.9418,-76.1182
Rural Retreat,VA,36.901,-81.2765
Oak Grove,LA,32.8619,-91.3911
Barry,IL,39.6982,-91.0399
River Hills,WI,43.1716,-87.9353
Farwell,TX,34.3855,-103.0373
Gilman,IL,40.7626,-87.9975
Gallitzin,PA,40.481,-78.5547
Legend Lake,WI,44.8909,-88.544
Downs,IL,40.3988,-88.8894
Cresson,PA,40.4626,-78.5866
Ogden,KS,39.1128,-96.7028
Shawsville,VA,37.1707,-80.2527
Nashville,IN,39.208,-86.2385
West Salem,OH,40.9696,-82.1082
Union City,OH,40.1996,-84.7943
Newton,AL,31.3423,-85.5893
Brooklet,GA,32.3897,-81.6668
Kaloko,HI,19.7216,-155.9505
Bellefonte,DE,39.7668,-75.4982
Pine,AZ,34.3788,-111.4574
Morrisville,NY,42.8987,-75.6448
Galena,IN,38.3513,-85.9372
Bull Run Mountain Estates,VA,38.9106,-77.6638
Garrison,ND,47.6532,-101.4219
Beaver,OK,36.815,-100.5236
Parsons,WV,39.0942,-79.6785
Nissequogue,NY,40.9023,-73.1923
Orfordville,WI,42.6294,-89.2572
Bruce,MS,33.9909,-89.3454
St. Michaels,MD,38.7883,-76.2244
Fifth Street,TX,29.5982,-95.552
Glide,OR,43.3029,-123.0666
Palmer,TX,26.0703,-97.6342
Boyd,TX,33.0843,-97.5632
Arnaudville,LA,30.4023,-91.932
Tennille,GA,32.9359,-82.8134
Sylvan Springs,AL,33.5302,-87.0312
Youngsville,PA,41.8525,-79.3167
Point Venture,TX,30.3817,-98.001
Island Heights,NJ,39.9424,-74.1454
North Charleroi,PA,40.15,-79.9084
Las Campanas,NM,35.7159,-106.0582
Oak Bluffs,MA,41.4551,-70.5657
Edgeworth,PA,40.5546,-80.1923
Cohoe,AK,60.2681,-151.2843
Orange Blossom,CA,37.8097,-120.7115
Arlington,NE,41.4548,-96.3565
Crandon,WI,45.5686,-88.8973
Enterprise,UT,37.5717,-113.7431
Latta,SC,34.339,-79.4337
Coal Run Village,KY,37.5372,-82.5577
De Graff,OH,40.3127,-83.9167
Holliday,TX,33.8141,-98.6899
Foxcliff Estates,IN,39.4787,-86.3917
Iota,LA,30.326,-92.4956
Arcadia,IN,40.1742,-86.0211
Tryon,NC,35.2086,-82.2379
Colmar Manor,MD,38.9301,-76.9437
West Conshohocken,PA,40.0702,-75.3188
Queen Anne,MD,38.9021,-76.6973
Sunriver,OR,43.8815,-121.4368
Harrisville,RI,41.9687,-71.6768
Steelville,MO,37.9696,-91.3545
Holiday Valley,OH,39.8536,-83.962
Southport,CT,41.135,-73.2873
Steele,AL,33.937,-86.2004
Hoopers Creek,NC,35.448,-82.4294
Pewee Valley,KY,38.3105,-85.4896
Spring Valley,AZ,34.3452,-112.1592
Glendale,MS,31.368,-89.3086
Rollingwood,TX,30.2736,-97.7867
Poetry,TX,32.8257,-96.2458
Colwich,KS,37.7818,-97.5363
El Rancho,NM,35.8928,-106.0856
Marmaduke,AR,36.19,-90.385
Samson,AL,31.1124,-86.0462
Congress,AZ,34.1526,-112.8642
Belleair Beach,FL,27.9242,-82.8359
Osborne,KS,39.4404,-98.6994
Scottville,MI,43.9511,-86.2798
Craig Beach,OH,41.116,-80.9827
Moorhead,MS,33.4494,-90.5063
Robbins,NC,35.4279,-79.5828
Lakemont,PA,40.4642,-78.3922
Syracuse,KS,37.962,-101.7782
Home Garden,CA,36.3028,-119.637
Cairo,IL,37.0062,-89.1819
Key Vista,FL,28.1946,-82.7703
Waterman,IL,41.7683,-88.7659
Littlerock,CA,34.5232,-117.9808
Randolph,WI,43.5397,-89.0029
Wright,WY,43.7492,-105.4948
Cleora,OK,36.5738,-94.948
West Jefferson,NC,36.3938,-81.4898
Pine Grove Mills,PA,40.7315,-77.8884
Rosenhayn,NJ,39.4787,-75.138
Wellington,UT,39.5358,-110.7344
Moody AFB,GA,30.9714,-83.1954
Tano Road,NM,35.7374,-105.9819
Camp Barrett,VA,38.5198,-77.4441
Lusk,WY,42.7613,-104.4584
Heritage Pines,FL,28.4267,-82.6254
Kyle,SD,43.4245,-102.1801
La Villita,NM,36.1001,-106.0515
Smoke Rise,AL,33.8789,-86.824
Sharpsburg,NC,35.8663,-77.8306
Emigration Canyon,UT,40.7886,-111.7414
Zeigler,IL,37.9066,-89.0521
Coldstream,OH,39.0479,-84.3475
Minco,OK,35.3175,-97.9517
Head of the Harbor,NY,40.8981,-73.1624
Shorewood-Tower Hills-Harbert,MI,41.8817,-86.6142
Curtice,OH,41.616,-83.3743
Newcastle,CA,38.8677,-121.1318
Baker,MT,46.364,-104.2741
Bonneau Beach,SC,33.3229,-79.99
Red Lake,AZ,35.3579,-112.1705
Brooklyn Heights,OH,41.418,-81.6681
Birchwood Lakes,PA,41.2513,-74.9103
Wathena,KS,39.7602,-94.9396
Louisville,NE,40.9964,-96.1612
Mill Hall,PA,41.1045,-77.4888
Sanborn,NY,43.1451,-78.8777
Wetumka,OK,35.2412,-96.2385
Kaumakani,HI,21.9187,-159.624
Summerdale,AL,30.4783,-87.6904
Waverly,IL,39.5925,-89.9526
Cumings,TX,29.5836,-95.7966
Bartlett,TX,30.7952,-97.4324
Harristown,IL,39.8429,-89.0608
Oolitic,IN,38.8935,-86.5254
Stony Point,NC,35.8669,-81.047
Plain View,NC,35.2457,-78.5634
Fort Loramie,OH,40.3442,-84.3694
Lincoln,MO,38.394,-93.3313
Vernon Center,NJ,41.1874,-74.5015
Powhatan Point,OH,39.8625,-80.8098
Eleanor,WV,38.5371,-81.9254
Clintondale,NY,41.6924,-74.0429
Playita,PR,18.0404,-65.9071
Kirkland,IL,42.0905,-88.849
Girard,IL,39.4466,-89.7821
Ashley,OH,40.4098,-82.9516
Guayabal,PR,18.076,-66.5016
Ellaville,GA,32.238,-84.3089
Elizabethville,PA,40.5472,-76.816
Rose Lodge,OR,45.0187,-123.8882
Decatur,AR,36.3402,-94.4578
Sundown,TX,33.4576,-102.4908
Del Rey,CA,36.6565,-119.5981
Fairmount Heights,MD,38.9016,-76.9153
Southmayd,TX,33.6231,-96.7287
Panora,IA,41.6911,-94.3639
Virginia,IL,39.9524,-90.2108
Brownsboro,TX,32.2984,-95.6131
Centennial Park,AZ,36.9538,-112.9813
Fairbank,IA,42.6401,-92.0477
Gamerco,NM,35.5699,-108.7641
Waterville,WA,47.648,-120.0707
Lenox,IA,40.8835,-94.5583
Yates Center,KS,37.8668,-95.7539
Rinc�n,PR,18.3389,-67.2515
Chinook,MT,48.5902,-109.2319
Rosanky,TX,29.9537,-97.3065
Remington,IN,40.7667,-87.1391
Palma Sola,PR,18.324,-65.8715
Trumansburg,NY,42.541,-76.6618
Wallace,LA,30.0303,-90.6569
Banks Springs,LA,32.0764,-92.085
Forest Meadows,CA,38.1717,-120.399
Greenville,IN,38.3716,-85.9826
Lake Dunlap,TX,29.6683,-98.0773
Montague,CA,41.7275,-122.5302
Linn,MO,38.4788,-91.845
Canton Valley,CT,41.8316,-72.8977
Pirtleville,AZ,31.3614,-109.5662
Pine Knot,KY,36.6648,-84.4395
Hubbard,TX,31.847,-96.8003
Nixon,PA,40.7844,-79.9341
Laguna Heights,TX,26.081,-97.2592
Tsaile,AZ,36.3033,-109.2157
Forest Heights,TX,30.2339,-93.761
Peach Springs,AZ,35.5315,-113.4319
Fort Washakie,WY,43.0069,-108.9205
Cottonwood Shores,TX,30.555,-98.3276
West Lawn,PA,40.3289,-75.9938
Stamps,AR,33.3568,-93.4955
Cannelton,IN,37.9106,-86.7377
Pheasant Run,OH,41.2072,-82.1481
Loma,CO,39.2075,-108.805
Vander,NC,35.0347,-78.7887
Pelzer,SC,34.6433,-82.4588
Central High,OK,34.617,-98.0892
Wattsville,VA,37.9301,-75.4943
Jordan,NY,43.0671,-76.473
Castleton-on-Hudson,NY,42.5332,-73.7491
Bayou Gauche,LA,29.8081,-90.421
Westwood,PA,40.3331,-78.9537
Stedman,NC,35.0114,-78.6996
Limestone,IL,41.1337,-87.9599
Maysville,OK,34.8546,-97.3876
Canby,MN,44.7158,-96.269
Limon,CO,39.2653,-103.6857
Pandora,OH,40.9474,-83.9567
Leland Grove,IL,39.7787,-89.6838
Mountain View Ranches,AZ,35.2335,-111.4728
Baxter,TN,36.1536,-85.6348
Gardner,IL,41.1931,-88.3146
Buxton,NC,35.2511,-75.5475
Murphys Estates,SC,33.6003,-81.9439
Cadott,WI,44.9502,-91.1532
Browntown,PA,41.3139,-75.7826
South Dos Palos,CA,36.9707,-120.6467
Cambridge City,IN,39.8125,-85.1703
Mendon,UT,41.7102,-111.9776
Palmer,PR,18.3704,-65.7733
Warren Park,IN,39.7832,-86.0516
Leadwood,MO,37.8618,-90.5892
Millers Creek,NC,36.1909,-81.2356
Mustang Ridge,TX,30.0574,-97.6851
Granville,IL,41.2658,-89.2307
Lake Mohawk,OH,40.6608,-81.1929
Wellman,IA,41.4693,-91.8353
Pine Mountain,GA,32.8522,-84.8521
Edmore,MI,43.4073,-85.0367
Dover Beaches South,NJ,39.9539,-74.0806
Granite,OK,34.956,-99.3692
Lockport Heights,LA,29.6564,-90.5486
Byng,OK,34.8657,-96.6678
Fort Belknap Agency,MT,48.4278,-108.6829
Tarkio,MO,40.443,-95.3835
Rio Rancho Estates,NM,35.3004,-106.7985
Gorman,NC,36.0417,-78.8092
Centre Hall,PA,40.8448,-77.685
Nashua,IA,42.9503,-92.5417
Roland,IA,42.1661,-93.5028
Greenback,TN,35.6487,-84.1725
Carbon Hill,AL,33.8944,-87.5224
Cherryville,PA,40.7549,-75.5309
Robersonville,NC,35.8247,-77.2533
Ethete,WY,43.0008,-108.723
Princeton,NC,35.4671,-78.1613
Brass Castle,NJ,40.7621,-75.014
Crane,MO,36.9028,-93.5716
Montpelier,IN,40.5498,-85.287
Quinlan,TX,32.909,-96.1312
Callahan,FL,30.5655,-81.8319
Spencer,TN,35.7393,-85.456
Linden,TN,35.6123,-87.8429
Tyhee,ID,42.9552,-112.4561
Gordonsville,TN,36.1817,-85.9324
Astor,FL,29.1635,-81.5349
Inverness,CA,38.0821,-122.8471
Williamsville,IL,39.9548,-89.5468
Van Meter,IA,41.5192,-93.9426
South Coventry,CT,41.7731,-72.3084
Taft Southwest,TX,27.9711,-97.4055
Mescal,AZ,31.9676,-110.4368
Morenci,AZ,33.0539,-109.331
Greilickville,MI,44.805,-85.6634
Mayo,FL,30.0511,-83.1768
Crugers,NY,41.2279,-73.9259
Danbury,TX,29.2274,-95.3461
Peridot,AZ,33.3016,-110.4572
East Palatka,FL,29.6502,-81.5997
Sedgwick,KS,37.918,-97.4201
Durand,IL,42.4338,-89.3268
Sunman,IN,39.2373,-85.0931
Roscoe,TX,32.4419,-100.5322
Nora Springs,IA,43.1445,-93.0093
Sarcoxie,MO,37.0682,-94.1256
Washburn,ND,47.292,-101.0278
Stanfield,NC,35.2337,-80.4303
Haverford College,PA,40.0081,-75.3065
Mount Vernon,AL,31.0889,-88.0137
Crooks,SD,43.6592,-96.8094
Hackleburg,AL,34.2693,-87.8303
Stanleytown,VA,36.7514,-79.9524
Riesel,TX,31.4763,-96.9303
Hudson,PA,41.2773,-75.8312
Niverville,NY,42.4484,-73.6497
Roberta,GA,32.7196,-84.0104
Lake Waccamaw,NC,34.3141,-78.5117
Pepeekeo,HI,19.8325,-155.1056
Hansen,ID,42.5314,-114.3011
Tonka Bay,MN,44.9167,-93.5885
Thunder Mountain,NM,35.1009,-106.2278
Great Falls Crossing,VA,38.9808,-77.3256
Coal City,WV,37.6776,-81.218
Cedar Glen Lakes,NJ,39.9527,-74.3995
Avilla,AR,34.7003,-92.5794
Springfield,NJ,40.706,-74.313
Erin,TN,36.316,-87.7025
Limestone Creek,FL,26.9432,-80.1407
Oblong,IL,39.0022,-87.9107
Cypress Quarters,FL,27.2479,-80.8115
Centre Grove,NJ,39.3628,-75.1351
Nottingham,PA,39.7509,-76.0258
Sulligent,AL,33.8912,-88.1266
Avalon,NJ,39.0906,-74.7356
Oakdale,PA,40.4001,-80.1872
Helena,OK,36.5463,-98.2718
Fall Creek,WI,44.7639,-91.2783
Big Sandy,TX,32.586,-95.1127
Forsyth,MT,46.2669,-106.6749
Payne,OH,41.0797,-84.7272
Timberlane,IL,42.3372,-88.8696
Eustace,TX,32.3076,-96.0138
New Baltimore,OH,39.2744,-84.6705
Cavalero,WA,47.9875,-122.0748
Chrisman,IL,39.8044,-87.6749
Lakes East,CT,41.3314,-73.4911
Rock Hall,MD,39.139,-76.243
Hebron,IL,42.4652,-88.4344
Forest,OH,40.8051,-83.5116
Barneveld,WI,43.0117,-89.8969
First Mesa,AZ,35.8389,-110.3665
Wheeler,TX,35.4411,-100.2752
Cedar Hill,MO,38.3575,-90.6409
Hughestown,PA,41.3289,-75.77
Kersey,CO,40.391,-104.5794
LeChee,AZ,36.871,-111.4328
Willacoochee,GA,31.3358,-83.0446
Nokesville,VA,38.694,-77.5757
Yutan,NE,41.2431,-96.3959
Rolling Hills,CA,33.7601,-118.3471
Advance,MO,37.1038,-89.912
White Sands,NM,32.3804,-106.4791
Weston,OH,41.3464,-83.7948
Bridgeport,OH,40.0673,-80.7473
Alpine,NJ,40.9616,-73.9198
Mishicot,WI,44.2303,-87.6423
Lake Dalecarlia,IN,41.337,-87.4037
Flordell Hills,MO,38.7174,-90.2648
Albers,IL,38.5452,-89.6142
Odon,IN,38.8423,-86.9894
Seabrook Farms,NJ,39.5015,-75.219
Rock Creek,AL,33.4772,-87.0812
Silver Lake,KS,39.0994,-95.8563
Westlake Village,IL,42.3112,-89.2906
Ovid,MI,43.0031,-84.3742
Watson,LA,30.5749,-90.9508
Dickson,OK,34.1877,-96.9968
Kensington,NY,40.7932,-73.7222
Belle,WV,38.2336,-81.5385
Belle Plaine,KS,37.3934,-97.2795
Woodbury Center,CT,41.5439,-73.2048
Indian Hills,CO,39.6294,-105.2509
Hagan,GA,32.1536,-81.9304
Rogers,TX,30.93,-97.229
Bushyhead,OK,36.4596,-95.5164
Manning,IA,41.9092,-95.0643
New Middletown,OH,40.9646,-80.5597
Lynchburg,OH,39.2401,-83.788
New Paris,OH,39.8565,-84.792
Cambridge,WI,43.0071,-89.0214
Leonville,LA,30.4661,-91.9811
West Alexandria,OH,39.745,-84.5361
Harmony,RI,41.8964,-71.6052
Spring Hope,NC,35.9441,-78.109
Duson,LA,30.2365,-92.193
Cienega Springs,AZ,34.2009,-114.2089
Traer,IA,42.1895,-92.4639
Oglala,SD,43.1849,-102.7268
Gettysburg,SD,45.006,-99.9539
Baltic,SD,43.7603,-96.7371
Nashville,MI,42.6032,-85.0941
Coto Norte,PR,18.4328,-66.4409
Walker Valley,NY,41.6399,-74.3761
New Castle Northwest,PA,41.0221,-80.3566
Lyman,MS,30.5044,-89.1348
Lincoln,DE,38.868,-75.4229
Hemphill,TX,31.3431,-93.8511
Catawba,SC,34.8464,-80.9061
Crainville,IL,37.7511,-89.06
Beulaville,NC,34.9228,-77.7724
Sullivan Gardens,TN,36.4877,-82.5912
Kimball,TN,35.0469,-85.674
Lake Bryan,TX,30.718,-96.4669
Metlakatla,AK,55.1182,-131.5689
Logan,IA,41.6454,-95.7914
Ravenna,MI,43.1888,-85.9415
Jefferson Heights,NY,42.2361,-73.8822
Cresson,TX,32.5299,-97.6154
Bayard,NE,41.7572,-103.323
Arbury Hills,IL,41.5353,-87.8461
Mathews,LA,29.6821,-90.5559
St. Vincent College,PA,40.2914,-79.4054
Red Lake,MN,47.8701,-95.0059
Walford,IA,41.8799,-91.8306
Crested Butte,CO,38.8676,-106.9773
Onancock,VA,37.7102,-75.7434
Adwolf,VA,36.7942,-81.5937
Elizabeth,PA,40.2715,-79.8872
Parrish,AL,33.7323,-87.2802
Ilwaco,WA,46.31,-124.0417
Silver Lake,NJ,39.4675,-75.2408
McConnellstown,PA,40.4643,-78.067
Otisville,NY,41.4714,-74.5397
Troy,PA,41.7839,-76.7898
Strodes Mills,PA,40.5488,-77.6751
Casa Loma,CA,35.3433,-118.9987
Midway,FL,28.7924,-81.2314
Poplar Plains,CT,41.1714,-73.3771
Salisbury,MO,39.4233,-92.8025
San Felipe Pueblo,NM,35.4338,-106.425
Barrackville,WV,39.5014,-80.1696
Aurora,SD,44.2823,-96.6868
Columbus AFB,MS,33.6276,-88.4454
South Wilton,CT,41.173,-73.4166
University of Pittsburgh Johnstown,PA,40.2626,-78.8297
Strawberry Point,IA,42.6805,-91.5349
La Cygne,KS,38.3479,-94.7613
Shoemakersville,PA,40.5004,-75.97
Bonduel,WI,44.7383,-88.4476
Laflin,PA,41.2898,-75.7943
Dale,IN,38.1769,-86.9802
Ladera,CA,37.3999,-122.1989
Daleville,IN,40.1187,-85.5567
Nescopeck,PA,41.053,-76.2123
Dallesport,WA,45.6316,-121.1749
Atkinson,NE,42.5309,-98.9747
Ronceverte,WV,37.7503,-80.4715
Millbourne,PA,39.9637,-75.2528
Descanso,CA,32.8696,-116.6279
Chesterfield,SC,34.733,-80.0778
Bronson,FL,29.4501,-82.6391
Clyde,NC,35.533,-82.9108
Keshena,WI,44.8697,-88.6002
Greenland,AR,35.9963,-94.19
Locust Grove,OK,36.1982,-95.1689
West Hills,PA,40.8291,-79.5452
Rainelle,WV,37.9678,-80.7718
Springmont,PA,40.3274,-76.0042
Nebo,NC,35.7106,-81.918
Burkesville,KY,36.7906,-85.3675
Deadwood,SD,44.3871,-103.7207
Niagara,WI,45.7801,-87.9991
Georgiana,AL,31.6391,-86.7468
Falkville,AL,34.3793,-86.9086
Lakeshire,MO,38.54,-90.3384
Taos Pueblo,NM,36.4657,-105.5634
Purdy,WA,47.3934,-122.6117
La Honda,CA,37.3182,-122.2651
Bratenahl,OH,41.5538,-81.6055
Newark,AR,35.7076,-91.4434
William Paterson University of New Jersey,NJ,40.9478,-74.1989
Montgomery,PA,41.171,-76.8738
New Rockford,ND,47.6798,-99.1377
Haven,KS,37.9016,-97.7831
Minneota,MN,44.5625,-95.9827
East Canton,OH,40.7889,-81.285
North Bennington,VT,42.924,-73.2411
Alum Creek,WV,38.2875,-81.833
Big Bass Lake,PA,41.2525,-75.4795
Halsey,OR,44.3827,-123.111
Cibecue,AZ,34.0332,-110.4854
Kemp,TX,32.4351,-96.224
Harwich Center,MA,41.6923,-70.0694
Mountain Road,VA,36.7585,-78.989
Hampton,TN,36.2772,-82.1728
Dunlap,IA,41.8523,-95.6009
Bridgehampton,NY,40.9427,-72.3101
Cascade Locks,OR,45.6763,-121.8719
Mount Gay-Shamrock,WV,37.8512,-82.023
Glencoe,FL,29.0005,-80.9604
South Woodstock,CT,41.9312,-71.9555
Bracey,VA,36.5762,-78.1107
Lake Riverside,CA,33.5173,-116.8107
Inman,KS,38.2323,-97.7715
Patton Village,TX,30.1954,-95.1643
Hanna City,IL,40.6936,-89.8059
Dunlap,IL,40.848,-89.6719
Bedford,IA,40.6711,-94.724
Hayfield,MN,43.8902,-92.8471
Broadway,NC,35.4579,-79.0547
Rock Spring,GA,34.8147,-85.2389
Shepherd,MI,43.5235,-84.6927
Clio,AL,31.7085,-85.6109
Shell Knob,MO,36.609,-93.5967
Manly,IA,43.2883,-93.2008
Thorndale,TX,30.6141,-97.2068
Guthrie,KY,36.6503,-87.1735
Ceresco,NE,41.058,-96.6459
Omao,HI,21.9236,-159.4814
Pine Prairie,LA,30.7818,-92.4223
Nederland,CO,39.9633,-105.5071
Kenton,TN,36.2021,-89.0155
Loving,NM,32.2862,-104.0976
Grace,ID,42.5756,-111.73
Beesleys Point,NJ,39.2777,-74.6333
Breckenridge,MI,43.4074,-84.4784
Audubon Park,KY,38.205,-85.727
Twin Grove,IL,40.4857,-89.0993
South Windham,CT,41.685,-72.1845
Prudenville,MI,44.3013,-84.6654
China Spring,TX,31.6492,-97.3048
Boswell,PA,40.1615,-79.0274
Cerro Gordo,IL,39.8892,-88.7346
Foscoe,NC,36.1535,-81.7737
Fox Chase,PA,40.3952,-75.9634
Sandia Knolls,NM,35.1604,-106.2987
Mount Ida,AR,34.5509,-93.6309
Avon,MN,45.61,-94.4618
Charlotte Hall,MD,38.4667,-76.7848
Grand Ronde,OR,45.0739,-123.6211
Seven Points,TX,32.3291,-96.2142
Benavides,TX,27.5969,-98.4137
Schoolcraft,MI,42.117,-85.6337
Ravenna,NE,41.0275,-98.8945
Brackettville,TX,29.3181,-100.4109
Del Carmen,PR,18.4678,-66.849
Pomona Park,FL,29.5015,-81.5936
Redfield,AR,34.4429,-92.1844
Brickerville,PA,40.2226,-76.2863
Big Bend,WI,42.9021,-88.2121
Sturgeon,PA,40.3834,-80.2153
Copeland,OK,36.6571,-94.8204
Joanna,SC,34.4149,-81.8086
Wagon Wheel,AZ,34.1976,-110.0272
Battle Creek,NE,41.9981,-97.5994
Mount Olive,MS,31.7539,-89.656
Wood River,NE,40.8196,-98.6041
Hurley,WI,46.4462,-90.1983
Montello,WI,43.794,-89.3333
Lakeside,CA,35.2347,-119.0829
St. Elmo,IL,39.021,-88.8508
Natalia,TX,29.1876,-98.8524
Ecru,MS,34.355,-89.0222
Yalaha,FL,28.751,-81.8194
Omaha,TX,33.182,-94.7402
Russell,GA,33.9797,-83.6919
Norwood,OK,35.8491,-95.1493
Lake Ketchum,WA,48.2823,-122.3423
Avon,PA,40.3426,-76.3793
Stanaford,WV,37.8156,-81.1491
Tennessee Ridge,TN,36.3194,-87.7631
Des Arc,AR,34.9776,-91.5067
Boaz,WV,39.3671,-81.4854
Gasport,NY,43.1938,-78.5762
Camp Point,IL,40.0383,-91.0664
New Hope,OR,42.3693,-123.359
Booker,TX,36.4561,-100.5402
Keystone Heights,FL,29.7812,-82.034
Wickerham Manor-Fisher,PA,40.1771,-79.9079
Minorca,LA,31.5725,-91.4884
Grant,NE,40.8446,-101.7256
Sumas,WA,48.9955,-122.2694
Pomeroy,WA,46.4738,-117.5964
Renville,MN,44.7908,-95.2048
Dolan Springs,AZ,35.5905,-114.2851
Gardendale,TX,32.0105,-102.3587
Diamond Ridge,AK,59.7024,-151.5546
